1828	3	1	1
9	11	48	
11	12	228	
13	14	229	
15	16	230	
17	18	231	
19	20	232	
21	22	233	
23	24	234	
25	26	235	
27	28	236	
29	7	49	
5	30	86	
30	31	237	
32	33	238	
34	35	239	
36	37	240	
38	39	241	
40	41	242	
42	43	243	
44	45	244	
46	47	245	
86	30	237	
49	50	246	
51	52	247	
53	54	248	
55	56	249	
57	58	250	
59	60	251	
61	62	252	
63	64	253	
65	66	254	
67	3	68	
68	69	255	
70	71	256	
72	73	257	
74	75	258	
76	77	259	
78	79	260	
80	81	261	
82	83	262	
84	85	263	
85	86	264	
263	85	264	
86	237	264	
87	1	265	
88	87	266	
89	88	267	
90	89	268	
91	90	269	
92	91	270	
93	92	271	
94	93	272	
95	94	273	
96	95	274	
97	96	275	
98	97	276	
99	98	277	
100	99	278	
101	100	279	
102	101	280	
103	102	281	
104	103	282	
105	104	283	
106	105	284	
107	106	285	
108	107	286	
109	108	287	
110	109	288	
111	110	289	
112	111	290	
113	112	291	
114	113	292	
115	114	293	
116	115	294	
1	116	295	
48	11	228	
29	49	246	
67	68	255	
12	13	296	
14	15	297	
16	17	298	
18	19	299	
20	21	300	
22	23	301	
24	25	302	
26	27	303	
297	15	230	
28	29	304	
237	31	305	
31	32	305	
32	238	305	
33	34	306	
35	36	307	
37	38	308	
39	40	309	
41	42	310	
43	44	311	
45	46	312	
87	265	266	
47	48	313	
50	51	314	
52	53	315	
54	55	316	
56	57	317	
58	59	318	
60	61	319	
62	63	320	
64	65	321	
296	13	229	
66	67	322	
255	69	323	
69	70	323	
12	296	228	
70	256	323	
71	72	324	
73	74	325	
75	76	326	
77	78	327	
79	80	328	
81	82	329	
83	84	330	
47	313	245	
88	266	267	
89	267	268	
90	268	269	
91	269	270	
92	270	271	
93	271	272	
94	272	273	
95	273	274	
96	274	275	
97	275	276	
98	276	277	
99	277	278	
100	278	279	
101	279	280	
102	280	281	
103	281	282	
104	282	283	
105	283	284	
106	284	285	
107	285	286	
108	286	287	
109	287	288	
110	288	289	
111	289	290	
112	290	291	
113	291	292	
114	292	293	
115	293	294	
116	294	295	
1	295	265	
298	17	231	
229	14	297	
230	16	298	
231	18	299	
232	20	300	
233	22	301	
234	24	302	
235	26	303	
236	28	304	
239	35	307	
240	37	308	
241	39	309	
242	41	310	
243	43	311	
244	45	312	
247	52	315	
248	54	316	
249	56	317	
250	58	318	
251	60	319	
252	62	320	
253	64	321	
254	66	322	
256	71	324	
257	73	325	
258	75	326	
259	77	327	
260	79	328	
261	81	329	
262	83	330	
299	19	232	
300	21	233	
301	23	234	
302	25	235	
303	27	236	
33	306	238	
308	38	241	
309	40	242	
310	42	243	
311	44	244	
312	46	245	
314	51	247	
315	53	248	
316	55	249	
317	57	250	
318	59	251	
319	61	252	
320	63	253	
321	65	254	
327	78	260	
328	80	261	
329	82	262	
330	84	263	
307	36	240	
306	34	239	
50	314	246	
326	76	259	
325	74	258	
324	72	257	
323	256	331	
230	298	332	
239	307	333	
231	299	334	
229	297	335	
232	300	336	
233	301	337	
234	302	338	
235	303	339	
236	304	340	
238	306	341	
297	230	342	
335	297	342	
230	332	342	
304	29	246	
308	241	343	
305	238	344	
238	341	344	
240	308	345	
308	343	345	
306	239	346	
341	306	346	
239	333	346	
309	242	347	
310	243	348	
311	244	349	
312	245	350	
247	315	351	
314	247	352	
247	351	352	
266	265	353	
313	48	228	
326	259	354	
248	316	355	
249	317	356	
250	318	357	
251	319	358	
252	320	359	
253	321	360	
254	322	361	
327	260	362	
296	229	363	
229	335	363	
322	67	255	
228	296	364	
296	363	364	
258	326	365	
326	354	365	
324	257	366	
259	327	367	
327	362	367	
325	258	368	
258	365	368	
328	261	369	
329	262	370	
330	263	371	
299	232	372	
232	336	372	
307	240	373	
240	345	373	
267	266	374	
298	231	375	
231	334	375	
268	267	376	
269	268	377	
270	269	378	
271	270	379	
272	271	380	
273	272	381	
274	273	382	
275	274	383	
276	275	384	
277	276	385	
278	277	386	
279	278	387	
280	279	388	
281	280	389	
282	281	390	
283	282	391	
284	283	392	
285	284	393	
286	285	394	
287	286	395	
288	287	396	
289	288	397	
290	289	398	
291	290	399	
292	291	400	
293	292	401	
294	293	402	
295	294	403	
265	295	404	
257	325	405	
325	368	405	
304	246	340	
322	255	361	
313	228	364	
256	324	406	
268	376	377	
307	373	333	
300	233	407	
301	234	408	
302	235	409	
303	236	410	
267	374	376	
349	244	411	
244	312	411	
343	241	412	
241	309	412	
237	305	413	
305	344	413	
336	300	407	
246	314	340	
237	413	264	
242	310	414	
243	311	415	
312	350	411	
266	353	374	
314	352	340	
353	265	404	
406	324	366	
354	259	367	
334	299	372	
315	248	416	
316	249	417	
317	250	418	
318	251	419	
319	252	420	
320	253	421	
321	254	422	
255	323	361	
332	298	375	
331	256	406	
323	331	361	
366	257	405	
260	328	423	
261	329	424	
262	330	425	
315	416	351	
245	313	364	
263	264	426	
371	263	426	
264	413	426	
404	295	403	
403	294	402	
402	293	401	
401	292	400	
400	291	399	
399	290	398	
398	289	397	
397	288	396	
396	287	395	
395	286	394	
394	285	393	
393	284	392	
392	283	391	
391	282	390	
390	281	389	
389	280	388	
388	279	387	
387	278	386	
386	277	385	
385	276	384	
384	275	383	
383	274	382	
382	273	381	
381	272	380	
