221 3
4.00000	0.00000	0.00000
4.00000	-0.50000	0.00000
4.00000	0.50000	0.00000
4.00000	-0.05000	0.00000
4.00000	-0.10000	0.00000
4.00000	-0.15000	0.00000
4.00000	-0.20000	0.00000
4.00000	-0.25000	0.00000
4.00000	-0.30000	0.00000
4.00000	-0.35000	0.00000
4.00000	-0.40000	0.00000
4.00000	-0.45000	0.00000
4.00000	0.05000	0.00000
4.00000	0.10000	0.00000
4.00000	0.15000	0.00000
4.00000	0.20000	0.00000
4.00000	0.25000	0.00000
4.00000	0.30000	0.00000
4.00000	0.35000	0.00000
4.00000	0.40000	0.00000
4.00000	0.45000	0.00000
4.00000	0.49743	0.05058
4.00000	0.48976	0.10065
4.00000	0.47707	0.14968
4.00000	0.45948	0.19718
4.00000	0.43717	0.24265
4.00000	0.41038	0.28563
4.00000	0.37938	0.32569
4.00000	0.34448	0.36240
4.00000	0.30605	0.39539
4.00000	0.26448	0.42432
4.00000	0.22020	0.44890
4.00000	0.17365	0.46888
4.00000	0.12533	0.48404
4.00000	0.07571	0.49423
4.00000	0.02532	0.49936
4.00000	-0.02532	0.49936
4.00000	-0.07571	0.49423
4.00000	-0.12533	0.48404
4.00000	-0.17365	0.46888
4.00000	-0.22020	0.44890
4.00000	-0.26448	0.42432
4.00000	-0.30605	0.39539
4.00000	-0.34448	0.36240
4.00000	-0.37938	0.32569
4.00000	-0.41038	0.28563
4.00000	-0.43717	0.24265
4.00000	-0.45948	0.19718
4.00000	-0.47707	0.14968
4.00000	-0.48976	0.10065
4.00000	-0.49743	0.05058
4.00000	0.45309	0.06265
4.00000	0.42721	0.15517
4.00000	0.38781	0.24018
4.00000	0.32968	0.31255
4.00000	0.25974	0.37310
4.00000	0.18025	0.42018
4.00000	0.09256	0.44768
4.00000	0.00097	0.45686
4.00000	-0.09076	0.44689
4.00000	-0.17903	0.41899
4.00000	-0.25953	0.37325
4.00000	-0.32995	0.31386
4.00000	-0.38865	0.24169
4.00000	-0.42769	0.15580
4.00000	-0.45262	0.06299
4.00000	0.02463	0.04512
4.00000	0.12603	0.04537
4.00000	0.22801	0.04561
4.00000	0.32826	0.04113
4.00000	0.41851	0.03540
4.00000	-0.02573	0.04501
4.00000	-0.07599	0.04473
4.00000	-0.12609	0.04408
4.00000	-0.17611	0.04323
4.00000	-0.22621	0.04224
4.00000	-0.27663	0.04154
4.00000	-0.32669	0.04090
4.00000	-0.37477	0.03923
4.00000	0.44163	0.11021
4.00000	0.40984	0.19873
4.00000	0.36063	0.27819
4.00000	0.29596	0.34427
4.00000	0.22142	0.39880
4.00000	0.13683	0.43629
4.00000	0.04703	0.45476
4.00000	-0.04505	0.45400
4.00000	-0.13561	0.43522
4.00000	-0.22053	0.39815
4.00000	-0.29592	0.34501
4.00000	-0.36111	0.27957
4.00000	-0.41090	0.20002
4.00000	-0.44112	0.11058
4.00000	0.07517	0.04508
4.00000	0.17703	0.04582
4.00000	0.27842	0.04373
4.00000	0.37590	0.03867
4.00000	-0.41788	0.03586
4.00000	0.15283	0.09089
4.00000	0.04958	0.09011
4.00000	0.34098	0.23516
4.00000	0.28277	0.29570
4.00000	0.21674	0.34970
4.00000	0.14410	0.39089
4.00000	0.06458	0.41078
4.00000	-0.01826	0.41359
4.00000	-0.10167	0.40044
4.00000	-0.18054	0.37086
4.00000	-0.25062	0.32425
4.00000	-0.31383	0.26898
4.00000	-0.36596	0.20172
4.00000	-0.39137	0.11819
4.00000	-0.40544	0.07600
4.00000	0.39296	0.11692
4.00000	0.25822	0.09021
4.00000	0.10081	0.09000
4.00000	0.35911	0.07971
4.00000	0.20568	0.09236
4.00000	0.31268	0.26588
4.00000	0.30945	0.08415
4.00000	0.36368	0.19842
4.00000	0.37874	0.15833
4.00000	-0.05211	0.09004
4.00000	-0.10253	0.08894
4.00000	-0.15278	0.08752
4.00000	-0.20269	0.08553
4.00000	-0.25302	0.08317
4.00000	-0.30487	0.08245
4.00000	-0.35605	0.08113
4.00000	-0.00137	0.09021
4.00000	0.40679	0.07520
4.00000	0.25051	0.32396
4.00000	0.18275	0.37320
4.00000	0.10429	0.40116
4.00000	0.02281	0.41511
4.00000	-0.06023	0.40915
4.00000	-0.14168	0.38799
4.00000	-0.21690	0.34918
4.00000	-0.28284	0.29752
4.00000	-0.34198	0.23730
4.00000	-0.38134	0.16031
4.00000	-0.02831	0.13618
4.00000	0.14906	0.35095
4.00000	0.20666	0.30277
4.00000	0.17527	0.32529
4.00000	0.07495	0.13496
4.00000	-0.14398	0.34326
4.00000	0.04094	0.37703
4.00000	-0.03250	0.37148
4.00000	-0.10793	0.35479
4.00000	0.00549	0.37147
4.00000	0.23884	0.27725
4.00000	-0.23818	0.27690
4.00000	-0.29763	0.22779
4.00000	0.29364	0.12856
4.00000	0.18018	0.13707
4.00000	0.34396	0.12101
4.00000	0.32332	0.19790
4.00000	0.07502	0.36351
4.00000	-0.07958	0.13498
4.00000	-0.13025	0.13258
4.00000	-0.18076	0.13071
4.00000	-0.22973	0.12645
4.00000	-0.28055	0.12164
4.00000	-0.33739	0.12483
4.00000	0.02327	0.13559
4.00000	0.23909	0.14320
4.00000	-0.20813	0.30114
4.00000	0.12673	0.13492
4.00000	-0.34251	0.16755
4.00000	0.11296	0.35556
4.00000	-0.07163	0.36555
4.00000	-0.17846	0.32462
4.00000	-0.26845	0.25230
4.00000	-0.32313	0.19852
4.00000	0.26700	0.24849
4.00000	0.33184	0.16110
4.00000	-0.25473	0.20761
4.00000	-0.04503	0.33466
4.00000	-0.00388	0.18320
4.00000	-0.22546	0.23014
4.00000	0.20314	0.18422
4.00000	0.08485	0.31595
4.00000	-0.14474	0.30373
4.00000	-0.30375	0.15815
4.00000	-0.28627	0.19067
4.00000	0.10079	0.17973
4.00000	0.29517	0.22127
4.00000	-0.05699	0.18280
4.00000	-0.10966	0.17938
4.00000	-0.15920	0.17501
4.00000	-0.21217	0.17645
4.00000	-0.25800	0.16218
4.00000	0.04898	0.18062
4.00000	0.28704	0.17405
4.00000	-0.19465	0.25407
4.00000	0.15172	0.17993
4.00000	-0.11111	0.30971
4.00000	0.13033	0.31253
4.00000	0.19903	0.26142
4.00000	0.03740	0.32820
4.00000	-0.00820	0.32801
4.00000	-0.07663	0.32003
4.00000	-0.16693	0.27746
4.00000	0.25141	0.19926
4.00000	0.22268	0.23057
4.00000	0.15808	0.27402
4.00000	-0.18608	0.21143
4.00000	-0.03862	0.29219
4.00000	0.12728	0.22491
4.00000	-0.03373	0.23617
4.00000	0.05530	0.27325
4.00000	-0.09046	0.22555
4.00000	-0.14508	0.22650
4.00000	-0.12248	0.26668
4.00000	0.10532	0.26956
4.00000	0.07639	0.22523
4.00000	0.17518	0.22421
4.00000	0.02414	0.22836
4.00000	0.00679	0.27938
4.00000	-0.07857	0.27292
