62 3
1.00000000000000e+00 0.00000000000000e+00 1.00000000000000e-01
1.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
0.00000000000000e+00 0.00000000000000e+00 1.00000000000000e-01
0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
4.99999999999991e-02 0.00000000000000e+00 1.00000000000000e-01
9.99999999999983e-02 0.00000000000000e+00 1.00000000000000e-01
1.49999999999997e-01 0.00000000000000e+00 1.00000000000000e-01
1.99999999999997e-01 0.00000000000000e+00 1.00000000000000e-01
2.49999999999997e-01 0.00000000000000e+00 1.00000000000000e-01
2.99999999999997e-01 0.00000000000000e+00 1.00000000000000e-01
3.49999999999997e-01 0.00000000000000e+00 1.00000000000000e-01
3.99999999999997e-01 0.00000000000000e+00 1.00000000000000e-01
4.49999999999998e-01 0.00000000000000e+00 1.00000000000000e-01
4.99999999999998e-01 0.00000000000000e+00 1.00000000000000e-01
5.49999999999998e-01 0.00000000000000e+00 1.00000000000000e-01
5.99999999999998e-01 0.00000000000000e+00 1.00000000000000e-01
6.49999999999998e-01 0.00000000000000e+00 1.00000000000000e-01
6.99999999999999e-01 0.00000000000000e+00 1.00000000000000e-01
7.49999999999999e-01 0.00000000000000e+00 1.00000000000000e-01
7.99999999999999e-01 0.00000000000000e+00 1.00000000000000e-01
8.49999999999999e-01 0.00000000000000e+00 1.00000000000000e-01
8.99999999999999e-01 0.00000000000000e+00 1.00000000000000e-01
9.50000000000000e-01 0.00000000000000e+00 1.00000000000000e-01
4.99999999999991e-02 0.00000000000000e+00 0.00000000000000e+00
9.99999999999983e-02 0.00000000000000e+00 0.00000000000000e+00
1.49999999999997e-01 0.00000000000000e+00 0.00000000000000e+00
1.99999999999997e-01 0.00000000000000e+00 0.00000000000000e+00
2.49999999999997e-01 0.00000000000000e+00 0.00000000000000e+00
2.99999999999997e-01 0.00000000000000e+00 0.00000000000000e+00
3.49999999999997e-01 0.00000000000000e+00 0.00000000000000e+00
3.99999999999997e-01 0.00000000000000e+00 0.00000000000000e+00
4.49999999999998e-01 0.00000000000000e+00 0.00000000000000e+00
4.99999999999998e-01 0.00000000000000e+00 0.00000000000000e+00
5.49999999999998e-01 0.00000000000000e+00 0.00000000000000e+00
5.99999999999998e-01 0.00000000000000e+00 0.00000000000000e+00
6.49999999999998e-01 0.00000000000000e+00 0.00000000000000e+00
6.99999999999999e-01 0.00000000000000e+00 0.00000000000000e+00
7.49999999999999e-01 0.00000000000000e+00 0.00000000000000e+00
7.99999999999999e-01 0.00000000000000e+00 0.00000000000000e+00
8.49999999999999e-01 0.00000000000000e+00 0.00000000000000e+00
8.99999999999999e-01 0.00000000000000e+00 0.00000000000000e+00
9.50000000000000e-01 0.00000000000000e+00 0.00000000000000e+00
1.00000000000000e+00 0.00000000000000e+00 4.99999999999996e-02
0.00000000000000e+00 0.00000000000000e+00 4.99999999999996e-02
7.03011214408821e-02 0.00000000000000e+00 4.99999993867597e-02
1.74660952916764e-01 0.00000000000000e+00 4.99999971288318e-02
2.74973694335703e-01 0.00000000000000e+00 4.99999853467534e-02
3.74998135492559e-01 0.00000000000000e+00 4.99999901235879e-02
4.75000024896493e-01 0.00000000000000e+00 4.99999688407049e-02
5.75000544278101e-01 0.00000000000000e+00 4.99999227197753e-02
6.75007431359101e-01 0.00000000000000e+00 4.99998432440104e-02
7.75094780043470e-01 0.00000000000000e+00 4.99998149987809e-02
8.76225994332269e-01 0.00000000000000e+00 4.99999629172966e-02
9.29698867838043e-01 0.00000000000000e+00 4.99999954319381e-02
7.25026594024251e-01 0.00000000000000e+00 4.99998708297563e-02
6.25002047081313e-01 0.00000000000000e+00 4.99998703325753e-02
5.25000133699273e-01 0.00000000000000e+00 4.99999493170556e-02
1.23773967142391e-01 0.00000000000000e+00 4.99999948105274e-02
4.24999664940090e-01 0.00000000000000e+00 4.99999778005718e-02
2.24905073282952e-01 0.00000000000000e+00 4.99999938787390e-02
3.24993204864782e-01 0.00000000000000e+00 4.99999831414868e-02
8.25339000629952e-01 0.00000000000000e+00 4.99999556371249e-02
